flow_id,switch_name,controller_name,firstIp,secondIp,firstPort,secondPort,fwd_count,bwd_count,Srate,Drate,Dur,Bytes,proto_number,N_Conn_P_FirstIP,N_Conn_P_SecondIP,Avg_Packet_Size,label
7825,s1,C1_Sanayi,10.0.1.2,10.0.5.12,48133,5001,4,0,0.6594136658536646,0.0,6.065995,208,17,1,2,51.99998700000325,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.174015055177729,0.0,5.110667,270,17,1,2,44.99999250000125,0
7825,s1,C1_Sanayi,10.0.1.2,10.0.5.12,48133,5001,4,0,0.6593318199470293,0.0,6.066748,208,17,1,2,51.99998700000325,0
22085,s1,C1_Sanayi,10.0.1.18,10.0.5.11,58468,80,1,0,0.0,0.0,0.0,74,6,1,1,73.99992600007401,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.174614697014012,0.0,5.108058,270,17,1,2,44.99999250000125,0
7745,s1,C1_Sanayi,10.0.1.18,10.0.5.11,58482,80,1,0,0.0,0.0,0.0,74,6,1,2,73.99992600007401,0
57863,s1,C1_Sanayi,10.0.1.3,10.0.5.11,0,0,1,1,0.0882233632051759,0.0882233632051759,11.334866,196,1,1,2,97.9999510000245,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.181915976411321,0.0,5.076503,270,17,1,2,44.99999250000125,0
7825,s1,C1_Sanayi,10.0.1.2,10.0.5.12,48133,5001,4,0,0.656509372491929,0.0,6.09283,208,17,1,2,51.99998700000325,0
25841,s2,C1_Sanayi,10.0.2.15,10.0.5.11,59582,80,1,0,0.0,0.0,0.0,74,6,1,1,73.99992600007401,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.170192619556142,0.0,5.127361,270,17,1,2,44.99999250000125,0
7825,s1,C1_Sanayi,10.0.1.2,10.0.5.12,48133,5001,4,0,0.6622448577514601,0.0,6.040062,208,17,1,2,51.99998700000325,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.166447601326873,0.0,5.143823,270,17,1,1,44.99999250000125,0
51406,s1,C1_Sanayi,10.0.1.18,10.0.5.11,44600,80,1,1,0.0069532627267514,0.0069532627267514,143.817376,148,6,1,1,73.9999630000185,0
51406,s1,C1_Sanayi,10.0.1.18,10.0.5.11,44600,80,1,0,0.0,0.0,0.0,54,6,1,2,53.999946000054,0
57863,s1,C1_Sanayi,10.0.1.3,10.0.5.11,0,0,2,0,0.1328336750368929,0.0,15.056423,196,1,1,2,97.9999510000245,0
7825,s1,C1_Sanayi,10.0.1.2,10.0.5.12,48133,5001,4,0,0.6572507824159783,0.0,6.085957,208,17,1,2,51.99998700000325,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.1620873645659808,0.0,5.163123,270,17,1,2,44.99999250000125,0
43038,s1,C1_Sanayi,10.0.1.18,10.0.5.11,43856,80,1,0,0.0,0.0,0.0,74,6,1,1,73.99992600007401,0
51406,s1,C1_Sanayi,10.0.1.18,10.0.5.11,44600,80,2,2,0.2117503890648711,0.2117503890648711,9.445083,256,6,1,1,63.999984000004,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.1601500073959563,0.0,5.171745,270,17,1,1,44.99999250000125,0
7825,s1,C1_Sanayi,10.0.1.2,10.0.5.12,48133,5001,4,0,0.6487738093905792,0.0,6.165477,208,17,1,1,51.99998700000325,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.153544679380908,0.0,5.201359,270,17,1,2,44.99999250000125,0
7825,s1,C1_Sanayi,10.0.1.2,10.0.5.12,48133,5001,4,0,0.6291333075283821,0.0,6.357953,208,17,1,2,51.99998700000325,0
60245,s1,C1_Sanayi,10.0.1.18,10.0.5.11,55990,80,1,0,0.0,0.0,0.0,74,6,1,1,73.99992600007401,0
51406,s1,C1_Sanayi,10.0.1.18,10.0.5.11,44600,80,1,1,0.0850489984289749,0.0850489984289749,11.757928,128,6,1,1,63.999968000016,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.1586760503977735,0.0,5.178324,270,17,1,1,44.99999250000125,0
7825,s1,C1_Sanayi,10.0.1.2,10.0.5.12,48133,5001,4,0,0.655287382834616,0.0,6.104192,208,17,1,2,51.99998700000325,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.1693111938550358,0.0,5.131226,270,17,1,2,44.99999250000125,0
57863,s1,C1_Sanayi,10.0.1.3,10.0.5.11,0,0,2,0,0.1328716221625348,0.0,15.052123,196,1,1,1,97.9999510000245,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.150849518753093,0.0,5.21354,270,17,1,2,44.99999250000125,0
7825,s1,C1_Sanayi,10.0.1.2,10.0.5.12,48133,5001,4,0,0.6551152380459485,0.0,6.105796,208,17,1,2,51.99998700000325,0
57863,s1,C1_Sanayi,10.0.1.3,10.0.5.11,0,0,0,1,0.0,0.0,0.0,98,1,1,2,97.999902000098,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.1714418868180183,0.0,5.121893,270,17,1,2,44.99999250000125,0
7825,s1,C1_Sanayi,10.0.1.2,10.0.5.12,48133,5001,4,0,0.6547653247415027,0.0,6.109059,208,17,1,2,51.99998700000325,0
42902,s1,C1_Sanayi,10.0.1.18,10.0.5.11,60560,80,1,1,0.0056579771378344,0.0056579771378344,176.741612,148,6,1,2,73.9999630000185,0
34057,s1,C1_Sanayi,10.0.1.18,10.0.5.11,38302,80,1,0,0.0,0.0,0.0,74,6,1,2,73.99992600007401,0
42902,s1,C1_Sanayi,10.0.1.18,10.0.5.11,60560,80,1,0,0.0,0.0,0.0,54,6,1,2,53.999946000054,0
57863,s1,C1_Sanayi,10.0.1.3,10.0.5.11,0,0,1,1,0.13626638552186,0.13626638552186,7.338567,196,1,1,2,97.9999510000245,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.165190855349129,0.0,5.149371,270,17,1,1,44.99999250000125,0
42902,s1,C1_Sanayi,10.0.1.18,10.0.5.11,60560,80,2,1,0.3999057022354129,0.1999528511177064,5.001179,182,6,1,1,60.66664644445118,0
7825,s1,C1_Sanayi,10.0.1.2,10.0.5.12,48133,5001,4,0,0.6362112348541963,0.0,6.28722,208,17,1,2,51.99998700000325,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.1492784351118357,0.0,5.220667,270,17,1,2,44.99999250000125,0
51406,s1,C1_Sanayi,10.0.1.18,10.0.5.11,44600,80,1,1,0.0318337169614564,0.0318337169614564,31.413234,128,6,1,1,63.999968000016,0
42902,s1,C1_Sanayi,10.0.1.18,10.0.5.11,60560,80,0,1,0.0,0.0,0.0,74,6,1,1,73.99992600007401,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.1660506680109937,0.0,5.145574,270,17,1,2,44.99999250000125,0
7825,s1,C1_Sanayi,10.0.1.2,10.0.5.12,48133,5001,4,0,0.6570817063032041,0.0,6.087523,208,17,1,2,51.99998700000325,0
42902,s1,C1_Sanayi,10.0.1.18,10.0.5.11,60560,80,1,2,0.1852498854229458,0.3704997708458917,5.398114,202,6,1,1,67.33331088889636,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.1878083352470246,0.0,5.05132,270,17,1,2,44.99999250000125,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,357,0,71.20514001383813,0.0,5.013683,531930,17,1,2,1489.9999958263306,0
51406,s1,C1_Sanayi,10.0.1.18,10.0.5.11,44600,80,1,1,0.1225616963323167,0.1225616963323167,8.159156,128,6,1,2,63.999968000016,0
7825,s1,C1_Sanayi,10.0.1.2,10.0.5.12,48133,5001,4,0,0.6618332980907102,0.0,6.043818,208,17,1,1,51.99998700000325,0
25841,s2,C1_Sanayi,10.0.2.15,10.0.5.11,59582,80,6,0,1.1662752841192376,0.0,5.144583,444,6,1,2,73.99998766666872,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.1769395178628037,0.0,5.097968,270,17,1,2,44.99999250000125,0
57863,s1,C1_Sanayi,10.0.1.3,10.0.5.11,0,0,1,1,0.0984893409418319,0.0984893409418319,10.153383,196,1,1,2,97.9999510000245,0
5859,s1,C1_Sanayi,10.0.1.18,10.0.5.11,34002,80,1,0,0.0,0.0,0.0,74,6,1,2,73.99992600007401,0
42902,s1,C1_Sanayi,10.0.1.18,10.0.5.11,60560,80,2,2,0.1573590493688053,0.1573590493688053,12.709787,256,6,1,2,63.999984000004,0
7825,s1,C1_Sanayi,10.0.1.2,10.0.5.12,48133,5001,4,0,0.6628121928279743,0.0,6.034892,208,17,1,2,51.99998700000325,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.179002438177042,0.0,5.089048,270,17,1,1,44.99999250000125,0
2873,s1,C1_Sanayi,10.0.1.18,10.0.5.11,48920,80,1,1,0.0052481066012206,0.0052481066012206,190.54491,148,6,1,1,73.9999630000185,0
2873,s1,C1_Sanayi,10.0.1.18,10.0.5.11,48920,80,1,0,0.0,0.0,0.0,54,6,1,1,53.999946000054,0
2870,s1,C1_Sanayi,10.0.1.18,10.0.5.11,48936,80,1,1,0.0052887016836576,0.0052887016836576,189.082323,148,6,1,1,73.9999630000185,0
2870,s1,C1_Sanayi,10.0.1.18,10.0.5.11,48936,80,1,0,0.0,0.0,0.0,54,6,1,1,53.999946000054,0
54179,s1,C1_Sanayi,10.0.1.18,10.0.5.11,47426,80,1,0,0.0,0.0,0.0,74,6,1,1,73.99992600007401,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.1784668185972278,0.0,5.091361,270,17,1,2,44.99999250000125,0
2873,s1,C1_Sanayi,10.0.1.18,10.0.5.11,48920,80,3,3,0.5682437007818086,0.5682437007818086,5.279425,384,6,1,1,63.99998933333511,0
7825,s1,C1_Sanayi,10.0.1.2,10.0.5.12,48133,5001,4,0,0.662246173458829,0.0,6.04005,208,17,1,2,51.99998700000325,0
57863,s1,C1_Sanayi,10.0.1.3,10.0.5.11,0,0,1,1,0.0830206429998612,0.0830206429998612,12.045197,196,1,1,3,97.9999510000245,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,5,0,0.9994209355099656,0.0,5.002897,225,17,1,4,44.9999910000018,0
2870,s1,C1_Sanayi,10.0.1.18,10.0.5.11,48936,80,3,3,0.3825825469667899,0.3825825469667899,7.841445,384,6,1,3,63.99998933333511,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,311,0,61.89912075383974,0.0,5.024304,463390,17,1,4,1489.9999952090031,0
2873,s1,C1_Sanayi,10.0.1.18,10.0.5.11,48920,80,1,1,0.1491551331217021,0.1491551331217021,6.704429,128,6,1,3,63.999968000016,0
44270,s2,C1_Sanayi,10.0.2.19,10.0.5.12,36204,5002,1,0,0.0,0.0,0.0,74,6,1,4,73.99992600007401,0
7825,s1,C1_Sanayi,10.0.1.2,10.0.5.12,48133,5001,4,0,0.6037607350545445,0.0,6.625141,208,17,1,4,51.99998700000325,0
60055,s1,C1_Sanayi,10.0.1.18,10.0.5.11,54230,80,1,1,0.0052683493539183,0.0052683493539183,189.812773,148,6,1,3,73.9999630000185,0
25841,s2,C1_Sanayi,10.0.2.15,10.0.5.11,59582,80,2,0,0.3752131210527579,0.0,5.330304,148,6,1,3,73.9999630000185,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,40,0,7.660020705035966,0.0,5.221918,59600,17,1,3,1489.999962750001,0
44270,s2,C1_Sanayi,10.0.2.19,10.0.5.12,36204,5002,4,0,0.7082343575818613,0.0,5.647848,296,6,1,3,73.99998150000462,0
60055,s1,C1_Sanayi,10.0.1.18,10.0.5.11,54230,80,1,0,0.0,0.0,0.0,54,6,1,2,53.999946000054,0
44270,s2,C1_Sanayi,10.0.2.19,10.0.5.12,36204,5002,4,0,0.7490603038488217,0.0,5.340024,296,6,1,3,73.99998150000462,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,5,0,0.6988299908760756,0.0,7.154816,7450,17,1,3,1489.9997020000596,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,11,0,2.0096573168882466,0.0,5.47357,16390,17,1,3,1489.999864545467,0
20973,s1,C1_Sanayi,10.0.1.18,10.0.5.11,50404,80,2,1,0.010725499089515,0.0053627495447575,186.471509,222,6,1,2,73.99997533334155,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.1823214566515632,0.0,5.074762,270,17,1,3,44.99999250000125,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,8,0,1.5495707688970155,0.0,5.16272,11920,17,1,3,1489.9998137500231,0
25841,s2,C1_Sanayi,10.0.2.15,10.0.5.11,59582,80,2,0,0.1256704518606767,0.0,15.91464,148,6,1,2,73.9999630000185,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,6,0,1.189726709860356,0.0,5.043175,8940,17,1,3,1489.999751666708,0
20973,s1,C1_Sanayi,10.0.1.18,10.0.5.11,50404,80,1,0,0.0,0.0,0.0,54,6,1,2,53.999946000054,0
44270,s2,C1_Sanayi,10.0.2.19,10.0.5.12,36204,5002,2,0,0.1215105068312599,0.0,16.459482,148,6,1,3,73.9999630000185,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,15,0,2.769235711251423,0.0,5.416657,22350,17,1,3,1489.9999006666733,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,14,0,2.7237597846206403,0.0,5.139954,20860,17,1,3,1489.9998935714364,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,13,0,2.496100323264193,0.0,5.208124,19370,17,1,3,1489.9998853846243,0
60055,s1,C1_Sanayi,10.0.1.18,10.0.5.11,54230,80,3,3,0.4806720179348343,0.4806720179348343,6.241262,384,6,1,1,63.99998933333511,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,10,0,1.9944904196647184,0.0,5.013812,14900,17,1,3,1489.999851000015,0
46572,s1,C1_Sanayi,10.0.1.18,10.0.5.11,37338,80,1,1,0.0054033403071545,0.0054033403071545,185.070705,148,6,1,1,73.9999630000185,0
7825,s1,C1_Sanayi,10.0.1.2,10.0.5.12,48133,5001,4,0,0.6604324049084657,0.0,6.056638,208,17,1,3,51.99998700000325,0
46572,s1,C1_Sanayi,10.0.1.18,10.0.5.11,37338,80,1,0,0.0,0.0,0.0,54,6,1,1,53.999946000054,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.1852673637224034,0.0,5.062149,270,17,1,3,44.99999250000125,0
2873,s1,C1_Sanayi,10.0.1.18,10.0.5.11,48920,80,1,1,0.0882709218194155,0.0882709218194155,11.328759,128,6,1,1,63.999968000016,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,17,0,3.2496124837113176,0.0,5.231393,25330,17,1,3,1489.9999123529462,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,12,0,2.377081605409604,0.0,5.048207,17880,17,1,3,1489.9998758333438,0
2870,s1,C1_Sanayi,10.0.1.18,10.0.5.11,48936,80,2,2,0.1366838275490218,0.1366838275490218,14.632309,256,6,1,2,63.999984000004,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,17,0,3.289964505153536,0.0,5.167229,25330,17,1,2,1489.9999123529462,0
15268,s1,C1_Sanayi,10.0.1.18,10.0.5.11,47260,80,1,0,0.0,0.0,0.0,74,6,1,2,73.99992600007401,0
46572,s1,C1_Sanayi,10.0.1.18,10.0.5.11,37338,80,4,4,0.6287472352805163,0.6287472352805163,6.361857,512,6,1,2,63.99999200000101,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,41,0,8.029979635188234,0.0,5.105866,61090,17,1,2,1489.9999636585376,0
45995,s1,C1_Sanayi,10.0.1.18,10.0.5.11,47274,80,1,0,0.0,0.0,0.0,74,6,1,2,73.99992600007401,0
46427,s1,C1_Sanayi,10.0.1.1,10.0.5.12,56116,5000,6,0,1.1867858516137912,0.0,5.055672,270,17,1,2,44.99999250000125,0
57863,s1,C1_Sanayi,10.0.1.3,10.0.5.11,0,0,2,1,0.133156235540065,0.0665781177700325,15.01995,294,1,1,2,97.99996733334422,0
60055,s1,C1_Sanayi,10.0.1.18,10.0.5.11,54230,80,2,2,0.2291207685260466,0.2291207685260466,8.729021,256,6,1,2,63.999984000004,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,20,0,3.7200533381247616,0.0,5.376267,29800,17,1,2,1489.9999255000037,0
7825,s1,C1_Sanayi,10.0.1.2,10.0.5.12,48133,5001,4,0,0.6604669732664434,0.0,6.056321,208,17,1,2,51.99998700000325,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,17,0,2.867612776463174,0.0,5.928276,25330,17,1,2,1489.9999123529462,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,8,0,1.5363130637308748,0.0,5.207272,11920,17,1,2,1489.9998137500231,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,14,0,2.742620001379146,0.0,5.104608,20860,17,1,2,1489.9998935714364,0
46572,s1,C1_Sanayi,10.0.1.18,10.0.5.11,37338,80,1,1,0.1888591960264025,0.1888591960264025,5.29495,128,6,1,1,63.999968000016,0
9391,s2,C1_Sanayi,10.0.2.4,10.0.5.12,48349,5201,16,0,3.0557525879359653,0.0,5.236026,23840,17,1,2,1489.9999068750058,0
43948,s1,C1_Sanayi,10.0.1.18,10.0.5.11,47280,80,1,0,0.0,0.0,0.0,74,6,1,1,73.99992600007401,0
